text,age,age_cat,gender
"Super service, voor de vakantie nog snel wat besteld en was erg snel geleverd. Goede service en verzending!",25,25-54,F
De webshop indeling is overzichtelijk. Bestelling is makkelijk te plaatsen. Wordt netjes via mails op de hoogte gebracht. Ik kon alleen de verzending via kiala niet volgen. Dan gaf hij aan dat hij geen verzending met dat nummer kon vinden. Ik kreeg wel een mailtje dat de aangekomen was en dat ik hem kon ophalen. Al met al super service. Ga er zeker vaker gebruik van maken!,25,25-54,F
Ik heb hier boxershorts voor mijn vriend besteld. Ze hebben goede prijzen voor de producten. En het contact is snel en via mail. Je weet precies hoe jouw bestelling ervoor staat. De levering is erg snel. Ik ga zeker nog vaker bij jullie bestellen.,25,25-54,F
Het is makkelijk te bestellen via de website. Je wordt van elke stap op de hoogte gehouden en weet wanneer het op de post gaat. Al met al een zeer goede service!!!,24,15-24,F
Zeeeer tevrede,31,25-54,F
Snelle en accurate levering van prima drukwerk met goede prijs/kwaliteitverhouding. Ook bij vragen kundige medewerkers aan de telefoon. Dominique,46,25-54,F
"Wow, ik ben onder de indruk. Mijn telefoon viel steeds uit maar ik wist niet zeker of een nieuwe accu zou helpen. Even een mailtje naar mobielbereikbaar betreft retour beleid. Antwoord binnen enkele minuten. Accu besteld, volledig up-to-date gehouden dmv mail en de volgende dag in huis. Geweldig!",34,25-54,M
"ik heb vorige week een bestelling gedaan bij lobbes die vervolgens donderdag geleverd zou worden, het is nu bijna de volgende donderdag en nog steeds heb ik mijn spullen niet in huis.",46,25-54,F
"ze hebben mooie fietsen van goede kwaliteit,wij kopen onze fietsen altijd hier en er is prima service.",44,25-54,F
"Ik heb Belsimpel ontdekt via het internet omdat ze het product dat ik wilde bestellen, een smartwatch, ruim 40 euro goedkoper aanboden dan elders. Ik bestelde 's avonds en had het product keurig de volgende dag in huis zoals beloofd, prima! Ik zal zeker vaker iets bestellen bij Belsimpel.",59,55-64,F
"Ik bestel al een aantal jaren bij GSMWEB, de website is zeer duidelijk en volledig en de snelle service is prima, het is allemaal daadwerkelijk in 24 uur geregeld",58,55-64,F
"We zijn zeer tevreden over de geleverde smoking, de mogelijkheid om broek en colbert in verschillende maten te bestellen is ideaal. De levering ging zeer snel en de prijs-kwaliteitsverhouding is meer dan goed",58,55-64,F
Prima geregeld en snelle levering.,50,25-54,F
Snelle en correcte verzending.,50,25-54,F
"Aanvankelijk zouden we een levertijd van 2 weken hebben op de bestelde poster, maar hij kwam al na 1 week! Ik vond de poster niet duur en hij arriveerde keurig verpakt met TNT.",50,25-54,F
"Vandaag besteld volgende dag in huis helemaal waar! Prima geregeld,  keurige site, netjes afgehandeld.",50,25-54,F
Ik heb hier mijn eerste bestelling gedaan. Het pakket zat snel op de post. Eindelijk kreeg ik een keer een mail van kiala dat ik het op kon halen (wil nog weleens mis gaan bij andere bestellingen). Goed verpakt dus helemaal tevreden.,24,15-24,M
het is een goede zaak en super snel met bestelling en verzending ik heb heel tevreeden,23,15-24,M
"Prachtig in hoogglans, later in mat helaas. Vandaar geen 5 sterren!",64,55-64,F
Snel een toffe tas gevonden aan het begin van de avond en warempel de volgende dag al thuis aan de deur bezorgd!,42,25-54,F
"Makkelijk om je bestelling samen te stellen en je kunt eenvoudig alle mogelijkheden overzien als je aan je bestelling werkt. Kiezen wat je het leukste vindt, is natuurlijk wel een beetje moeilijk als er zoveel leuke prints, kleuren en teksten zijn :) Uit ervaring weet ik dat de kwaliteit van de kleding goed is, want ik heb in 2007 voor al onze kinderen (toen 4, nu 5) een rugbyshirt met glow in the dark-tekst besteld en die zijn nog altijd mooi en wel veel gedragen. Daarom heb ik  nu voor de 3 jongens een polo met naam en embleem besteld. Ik hoop dat de tekst op de mepal-produkten ondanks de vaatwasser ook mooi blijft, dat gaan we de komende tijd uitproberen.",41,25-54,F
"Tussen kerst en oud op nieuw heb ik een fotoboek gemaakt van het eerste jaar van ons zoontje Sebastiaan . Voor kerst had ik een tegoed-aanbieding gekocht daarvoor. Het resultaat is prachtig. Sebastiaan is onze vijfde en hij heeft nu het mooiste boek van allemaal! Goede kwaliteit, levering en veel keuzemogelijkheden bij het opmaken van je boek. Je moet wel even tijd steken in het uitvinden van al die mogelijkheden,maar dan kun je flink doorwerken. Catharina Bremers",41,25-54,F
Een goede service en kwalitatief hoogstaande webshop. Enigste negatieve noot is de vervoerder die komt niet altijd zijn afspraken na...postnl.....jammer voor de goede naam van de shop. Verder top behandeld door de Baxshop!,48,25-54,M
"Voor mij de ideale website voor al mijn hotelboekingen. Accor zit met zijn hotels praktisch overal en via de makkelijke zoekfunctie op de site weet ik dan ook altijd wel een goed hotel te vinden. Ik vind de Accor website erg overzichtelijk, prettig in gebruik en de speciale aanbiedingen zijn gauw te vinden. Ik heb inmiddels ook al de Accorhotels.com App gedownload op mijn mobiel, ideaal!",35,25-54,M
Voor het eerst een bestelling geplaatst. de volgende dag al binnen. Binnen een paar dagen een 2e bestelling geplaatst en ook deze ws de volgende dag al binnen. Prima.,49,25-54,M
Zeer tevreden,41,25-54,F
"Ik vond het even vreemd dat ik van tandartsplein.nl opeens naar pleinshoppen ging, maar op zich is alles prima gegaan. Snel verstuurd en dus snel in huis. Zonder extra verzendkosten. Prima",38,25-54,F
"Toch maar omega 3 tabletten en multivitaminen besteld! Snelle levering en paste door de brievenbus!! Mooie bewaardoosjes erbij en inmiddels alweer een dagelijks gebruik! Hopelijk een goede bijdrage aan de dagelijkse behoeften en gezondheid, daar doe ik het voor!",30,25-54,F
Vanaf vakantie besteld en bij thuiskomst een leuk cadeau op de mat! Helemaal blij mee!! Nieuwste tas van Converse! Lekker snel geregeld!,29,25-54,F
"Ik had geen zin in lange besteltijden, maar vond het hoog tijd dat de familiefotoshoot eens afgedrukt werd. Even snel besteld, en goede kwaliteit. Gelukkig helemaal niet duur, dus ik was weer helemaal opgelucht!",29,25-54,F
"Superservice! Persoonlijke en uitgebreide informatie, zeer aanvullend als startende sportmasseur! Spotprijzen en snel verstuurd! Ik kom hier zeker terug voor een volgende aankoop ter bevordering van de houding! SUPER!!!",29,25-54,F
"Besteld, betaald, ontvangen. Perfecte prijs-kwaliteitverhouding. Aanrader dus.",64,55-64,M
Op 25.03 besteld en betaald; zou voorraad zijn. Op 26.03 mail Dealbird: foutje... geen voorraad; wel gloednieuwe in kapotte doos leverbaar. Op 30.03 ontvangen. Bleek wel gebruikt en bovendien stuk. Op 04.04 terug gestuurd (20 km rijden naar Post.nl businesspunt....) Pas op 18.04 na diverse vertragings-smoezen het geld retour (meer dan 1.000 euro!). Conclusie: Niet betrouwbaar; beter voor een paar euro meer elders bestellen. Hele affaire heeft bijna een maand geduurd!,64,55-64,M
Op 4 december DAB-antenne besteld en betaald via Ideal. Levertijd 3-5 werkdagen. (bestelnr. 15060). Op 12 december gemaild waar levering blijft. Mail terug: Antwoord binnen 48 uur (ticket 55368). Op 15 december nog geen enkele reactie of levering. Blijkt onbetrouwbare partner. Wees gewaarschuwd! Hoop dat er nog geleverd wordt maar vrees dat ik mijn geld kwijt ben. Geld terug ontvangen met excuses. Zaak daarmee voor mij afgedaan.,64,55-64,M
zoals  altijd weer snel  en goed binnen,52,25-54,M
"Ik heb nog helemaal niets ontvangen en dat is nu anderhalve week geleden. Het kan zijn dat dit met de staking van de TNT te maken heeft, maar ik hoop dat het boekje meerstemmig inzingen spoedig bij mij aan zal komen. Daarom geef ik de beoordeling op dit moment 2 sterren. Omdat de communicatie per email in principe goed verliep.",21,15-24,F
Ik ben zeer tevreden over de service en snelle levering. Ik zou zonder twijfel weer bestellen MobielBereikbaar.nl!,42,25-54,F
Levering was snel na betaling en kwaliteit voor lage prijs,41,25-54,M
Snel en betrouwbaar. Niets op aan te merken!,38,25-54,F
Ik kreeg eerst een bevestigingsmail. Vervolgens een e-mail wanneer ik het geleverd wilde hebben (maxi cosi). Ik antwoordde zo snel mogelijk. Vervolgens kreeg ik een sms dat het verzonden werd. Volgende dag binnen. Super!,37,25-54,F
"Mijn bestelling had ik woensdagavond om een uur of 10 afgerond en vrijdagochtend om 11 uur kon ik mijn telefoon (HTC Desire HD) al tegemoet zien via de koerier. Ongelooflijk snel en alles was compleet. Alle prijzen zijn tot dusver gewoon zoals vermeld op de site, dus ik heb geen onvoorziene kosten gekregen.",20,15-24,M
"Snelle levering, de laagste prijs en een goede klantenservice, alom een tevreden klant.",48,25-54,F
goed service alle kleine probleempjes en wensen werden direct opgelost of ingevuld. een echte aanrader. Met vriendelijke groeten Joris,20,15-24,M
"Zelf na een eigen gemaakte fout (verkeerd adres ingevoerd) werd het kosteloos opnieusuper servicew opgestuurd. En de volgende dag was het er alsnog!! super service, zou er zo weer bestellen.",24,15-24,M
De bestelling is prima verlopen. Alles werd keurig op afspraak thuisbezorgd en de posters zijn net zo mooi als op de site. Wij genieten er van!,61,55-64,F
"Als je een mooi doek aan de muur wil voor niet heel veel geld raad ik het zeker aan! Wij hebben nu 2x hier besteld en de kwaliteit, service en het persoonlijke contact met het bedrijf is heel goed. Binnen 7 dagen na bestellen hadden wij het doek aan de muur hangen. Als wij weer wat moois aan de muur willen, zullen we zeker bij ze terug komen! Het is een echte 'herinnering op linnen'.",26,25-54,F
Bestelling gedaan. Andere dag al in huis. Geweldig,49,25-54,F
Jammer wel was dat het eten lauw was Voor de rrst smaakte het goed,48,25-54,F
Een prima service uitstekend,47,25-54,F
"Voor mijn peetkind een besteksetje gekocht. Na een aantal dagen was het pakketje er niet en de code voor pakketjes werkte niet,  dus heb ik de meesterslijpers gemaild om te vragen waar het was. De meesterslijper is er direct achteraan gegaan. (serieus binnen een uur antwoord) en heeft uitgevonden dat het pakketje kwijt is geraakt. Direct een nieuw bestekje gegrafeerd. Helemaal top. Ik ben echt heel erg blij met de service!! Het bestekje zelf is ook mooi, niet te duur en keurig gegraveerd!",32,25-54,F
Kocht een Jabra Cruiser en in 1 dag had ik hem al echt snelle service.,47,25-54,M
Zeer snelle service en goede levering van de producten. ga zo door!!!,47,25-54,M
Het was vrij makkelijk om het fotoalbum samen te stellen en ik zal het zeker nog een keer doen. Ik heb iemand heel blij kunnen maken met het album. Voor de levertijd werd 5 dagen aangegeven. Ik heb het op zondag ingestuurd en maandag had ik een mail dat de bestelling onderweg was en dinsdag in huis. Het paste tot mijn verrassing ook nog door de brievenbus en het album is in goede staat binnen gekomen. Zeker voor herhaling vatbaar.,37,25-54,F
goed duidelijk zowel op de site met de handleiding hoe je het kan aanschaffen als het ontvangstmailtje heb er niks op aan te merken voor de rest,29,25-54,F
Ojee had een bestelling gedaan bij bigdennis.....maar ben 2 maanden geleden verhuisd en was vergeten me adres te wijzigen.... ik meteen de klanservice gemaild...het juiste adres door gegeven met de vraag of ze het adres konden wijzigen.... het antwoord van bigdennis geen probleem het adres bij je bestelling is verander en had me pakket gewoon zonder vertraging binnen 2 dagen binnen groetjes pris,27,25-54,F
"erg snel , volledig en voordelig. Besteld op vrijdag en zaterdag al in huis! geweldig!",64,55-64,F
Via de email gevraagd na een afwijkend aantal meters (coax). Direct antwoord en snel geleverd via email.,42,25-54,F
"Het was mijn eerste bestelling bij Futurumshop, helaas lukte het niet om de bestelling tijdig te leveren. Er werd ontzettend met me meegeleefd en geprobeerd om een en ander toch nog tijdig te regelen. Toen dit echt niet lukte is er een gezamenlijke oplossing gevonden waardoor ik het niet tijdig leveren helemaal vergeten ben!",35,25-54,F
"Hoewel ik tevreden ben over de snelle levering en het geleverde produkt ben ik zeer ontvreden over de retouren""service"". Nu, ruim 2 weken na mijn produkt te hebben ingeleverd bij een Kialapunt, nog niets terug ontvangen. Reeds 2 maal gemaild en enige reactie die ik krijg is dat ik er begrip voor moet hebben? Bovendien is mijn naam verkeerd gebruikt.Dit was de laatste keer bij Slipperwebshop.",34,25-54,F
"Wat een verademing, een bedrijf dat je op tijd en duidelijk informeert als een artikel later wordt geleverd dan beloofd op de website. Ik had een BK panneset besteld die direct leverbaar zou zijn maar hij kwam pas na twee dagen. Meteen na de bestelling kreeg ik een email waarin dit werd aangekondigd, met excuus voor het ongemak. Goed gedaan. Ben erg tevreden over de manier van verpakken en ook met de pannenset.",36,25-54,M
Over de service van Bigdennis ben ik heel tevreden. Ik werd goed op de hoogte gehouden van mijn bestelling. Helaas kreeg ik een mail dat het bestelde niet meer leverbaar is maar er werden wel gelijk andere suggesties gedaan. Ik wist niet precies hoe dit te wijzigen. Ik vroeg dit via een mailtje. Ik kreeg gelijk een mailtje terug en mijn bestelling was ook gelijk gewijzigd. Bedankt voor deze service. Super! Angelique,39,25-54,F
"Binnen 24 uur alle materialen geleverd, duidelijke uitleg via youtube filmpjes!",25,25-54,M
Voor de tweede maal gebruik gemaakt van de diensten van Delticom. Wederom zonder problemen! Veel grotere keuze tegen gunstige prijzen en in vele gevallen voorzien van autobandentest van o.a. ÖAMTC en de ADAC.,50,25-54,M
"Ik gebruik de DBX 286S microfoonvoorversterker samen met een Rode Broadcaster. Het apparaat is makkelijk in te stellen (als je weet wat je doet natuurlijk ;-) ), klinkt warm en helder en je krijgt veel kwaliteit voor het geld.",35,25-54,M
goede service snelle levering gewoon perfect,41,25-54,M
"Had het niet verwacht, maar het resultaat zijn het best!",32,25-54,M
"Website is snel en gemakkelijk te bedienen. bestellen is een routineklus. Daarna volgt prompt het bevestigen, eerst via een automatische email, later nog een voor verwerking en verzonden. Produkten zijn doorgaans de volgende dag bij de klant en voldoen aan de beschrijving. De prijs is aan de lage kant, naar internetshoppen beoordeeld. prima webshop.",35,25-54,M
"Thnx voor het zo snel doorsturen van de haarverf en het kohlpotloot. Het was er binnen no time. Vaak moet ik bij dingen lang wachten bij Attitude Holland, maar dat was nu absoluut niet het geval. Super service van een top winkel!",28,25-54,F
"Niks op aan te merken! Uitstekend! Gisteren besteld, vandaag geleverd",45,25-54,F
"Leuk idee, website is duidelijk en overzichtelijk, afhandeling ook. Enige verbeterpunt is soms de omschrijving van de te veilen reizen/producten.",28,25-54,M
"Snelle levering, betrouwbaar en prima service!",28,25-54,M
Een prima bedrijf met uitstekende service en goede kwaliteit producten!,28,25-54,M
"Ik kende Fokkido nog niet, maar ben bijzoner tevreden over de prijs en service! Ik had het product de dag na bestelling al in huis! Helemaal super! Ik kom zeker een keer terug bij Fokkido!",28,25-54,M
alles correct verstuurt geweldige service ga zo door,55,55-64,M
"Goede snelle en persoonlijke service. Ik heb een paar schoenen besteld die toch niet helemaal voldeden aan mijn wensen, zelf na te hebben getest was het zonder problemen mogelijk om deze te ruilen.",26,25-54,M
"Ondanks dat ze een zeer scherpe prijs aanbiedingen en producten afleveren zoals het hoort, kan het uitleveren sneller. Vier werkdagen voor een product dat op voorraad is, is wat gortig.",26,25-54,M
Topwinkel! Niks mis mee en komt beloftes na!,38,25-54,F
"In 1 overzicht zien waar je kunt bestellen, perfect. De akties op facebook ook altijd leuk. Enige nadeel vinden wij het betalen via Ideal omdat het extra geld kost. Slaat eigenlijk nergens op omdat het ook veiliger is voor de bezorgers.",37,25-54,F
"Snel en goede aftersales. Ik zou het anderen ook aanraden. Bijna vijf sterren, nog iets te duur.",35,25-54,F
"Al weer enige tijd geleden bestelling van drie posters (van eigen foto's)gedaan, allen aar verwachting en snel geleverd.",35,25-54,F
"zondagavond besteld, dinsdagochtend alles compleet in huis! had een klein foutje gemaakt met couponcodes, maar ook dit is direkt na een mailtje uiterst klantvriendelijk verholpen! grote klasse! zo kan het dus ook!!!",33,25-54,M
Ik kreeg een gratis lens houden via LensOn. Maar toen ik het pakket open maakte was mijn vreugde snel verdwenen. De spiegel aan de binnenkant lag in 4 stukken en de houder waar de spiegel aan vast hoorde te zitten lag los in het doosje. Dus mijn eerste kennismaking met LunsOn was een FLOP!!!!!,44,25-54,M
"op 28-06-2012 heb ik bij jullie 2 x Energizer 395 / 399 besteld. Deze zijn keurig geleverd. Maar nu heb ik in ieder geval 1 lege batterij daar van geleverd gekregen. Ik heb nl 1 in mijn horloge gezet en toe liep hij nog niet. Dus ben ik ben met deze batterij naar een horloge maker gegaan en die heeft hem door gemeten en hij zij dat deze leeg is. En heb daar dus ook een nieuwe in laten zetten en het horloge loopt weer. Dus zeker 1 van de geleverde batterijen is /was leeg, hoe het met die andere staat weet ik niet. Dus ik ben zeker geen tevreden klant, als ik lege batterijen nodig heb kan ik ze net zo goed uit de gele emmer halen die bij de Hema staat.",42,25-54,M
geen gezeur gewoon wat ik wou.,42,25-54,M
"Super snelle levering. Maandag besteld, Dinsdag in huis.",51,25-54,F
"Ik wil jullie graag laten weten dat ik ondanks de kleine vertragen bij mijn tweede bestelling heel tevreden ben over hoe het een en ander is afgehandeld. Aan het begin van dit jaar had ik mijn eerste Person zonnebril besteld en deze binnen de opgegeven termijn van 10 werkdagen ontvangen en alles in tip top conditie en verpakking. Aangemoedigd door deze ervaring besloot ik mezelf te trakteren op nog een Person zonnebril, maar wel een ander model dan de eerste. Na de initiële 10 werkdagen had ik nog geen bericht ontvangen over mijn levering. Na een mailtje werd mij verteld dat de levering vertraging zou oplopen maar wel voor Kerst geleverd zou worden en of ik genoegen wilde nemen met 5% korting voor het wachten op mijn bestelling. De volgende dag kreeg in een bevestiging dat mijn bestelling het depot van de leverancier verlaten had en spoedig geleverd zou worden. Weer 2 dagen later kreeg ik de leverdatum bevestigd van mijn bestelling welke keurig netjes op mijn werkadres werd afgeleverd. En omdat ik een Persol fan ben zal ik binnenkort oor een model aanschaffen voor mijn vrouw en ook deze zal ik weer via SBG bestellen. Uit ervaring weet ik dat een bedrijf zo goed is als zijn (klantenservice) communicatie en bij SBG zit dat wel goed. Ik werd duidelijk op de hoogte gehouden van het verloop van de levering. Marino",50,25-54,F
Ik had de vorige keer dat ik besteld had wat problemen bij de klantenservice en had daarover een review geschreven waarin ik vermeldde dat het naar mijn mening te lang duurde voordat ik 2 producten besteld had. Daarvoor moest ik 10 mails naar de klantenservice sturen en dat duurde een week. Een tijdje later werd ik gebeld door de klantenservice over mijn review omdat ze wilden weten hoe het verder gegaan is en of alle problemen opgelost waren. Dat vind ik goede service en dat onderscheidt Bax van alle andere muziekwinkels. Alle producten worden geleverd in de tijd die op de website staat. Als iemand aan mij vraagt bij welke muziekwinkel ze iets moeten bestellen raad ik Bax zeker aan!,31,25-54,M
"Had ik van de week. Een bestelling via just eat geplaatst.... Dacht dat bestellingen die thuis bezorgd werden koud zouden zijn, dat ik langzou morten wachten. Nou heb ik altijd gelijk maar deze keer niet. Eten werd op tijd bezorgd, was warm en ook nog lekker dus mocht je willen bestellen , denk dan aan judt eat",44,25-54,F
Bij just eat kun je je postcode invullen en dan alle deelnemende bedrijven bij je in de buurt zien. Je kiest waar je zin in hebt en kunt de hele menukaart bekijken. Je kunt zelfs allergieen aangeven. Je kunt kiezen of je per ideal of contant betaalt en weet meteen hoelang het ongeveer gaat duren voordat ze bij je aan de deur staan.,27,25-54,F
Had op het internet gekeken en deze waren in mijn ogen het besten heb gisteravond alles uit geprobeerdt en iedreen was onder de in druk dus een geslaagd feest vriendelijke groeten DJ_PURESILVER,29,25-54,M
"Wij hebben regelmatig iets besteld en het meeste is tot beider tevredenheid. Het wordt snel geleverd en ze hebben vaak aanbiedingen maar je moet wel goed op de maatvoering letten. Een cupmaat B85 is niet van alle merken hetzelfde waardoor je af en toe moet ruilen. We hebben ook een keer iets geruild waarvan we in plaats van een vervangend artikel gewoon het geld teruggestort kregen, zonder dat we daar om hadden gevraagd. Wel jammer want het was een aanbieding en nu moesten we opnieuw bestellen voor een hogere prijs en we moesten ook weer verzendkosten betalen. Als ze beter hadden geluisterd/gelezen, was dit allemaal niet gebeurd en hadden we geen extra kosten gehad. Maar het blijft een leuke en verrassende site met veel spannende aanbiedingen.",52,25-54,M
Ik heb al meerdere artikelen bij ze gekocht en alles is even solide en van een hoge kwaliteit. ik kan deze firma zeker bij iedereen aanbevelen. Ook in after sales zijn ze echt sterk. Alles gaat weliswaar via email maar evengoed snel en professioneel.,50,25-54,M
Niks op aan te merken: snel bezorgd & keurig op de hoogte gehouden middels e-mail!,40,25-54,M
"Waardeloos! Bestel je een specifieke autohouder voor de HTC OneX, krijg je een houder waarbij deze telefoon helemaal niet in past! Volgens de verpakking zou qua afmeting de telefoon moeten passen, maar niet dus...",40,25-54,M
Zeer snelle levering en prima kwaliteit! Aanrader!,39,25-54,M
wat ik heb gekocht voor me tablet doet het niet was al blij dacht kan ik mooi me fotos er op zetten en een usb er in doen maar dat lukt toch mooi niet,53,25-54,F
"Heel tevreden met de snelle levering geen klachten. Als ik weer iets nodig heb, bestel ik gelijk bij drogist.nl :-)",51,25-54,F
Ben zeer tevreden over de webshop/levering/kwaliteit,50,25-54,F
Ik bestel voor mijn katten altijd Prins Vitalcare indoor. Veel goedkoper als in de winkel en op de meeste site's die ik heb bekeken. Snelle levering en korting bij afname van meerdere zakken. Top dus!,31,25-54,F
"Mijn foto op linnen was niet zoals verwacht. Hij was wel erg mooi en goed gelukt, maar dacht eigenlijk dat het van linnen was. Ik heb gemaild dat ik het niet was wat ik had verwacht. Er werd direct gereageerd en gevraagd of ik een nieuw doek wilde ontvangen. Het hoefde voor mij niet. Wel bedankte ik voor de snelle reactie. En toch is mij de zelfde week een nieuw doek verstuurd. Erg service gericht en zeer snel met versturen!!! Volgende keer bestel ik weer!!!!",31,25-54,F
toevallig met zoeken kwam ik bij jullie site terecht. De service is prima evenals de snelle levering. Gratis verzendkosten is mooi meegenomen,55,55-64,F
"'' Ik wil een vriendenboekje, maar niet een kinderachtige met K3 enzo''.. mmm,ga dat maar zoeken voor je nichtje die 8 wordt. Maar roze, sterren en je naam erop voor een hele schappelijke prijs, en de deur niet uit hoeven..ik zeg: IDEAAL.",38,25-54,F
Ik heb de schoenen 's avonds besteld een had ze de volgende dag al in huis. Fijn dat je met track&trace kunt volgen hoe laat ze geleverd zullen worden!,30,25-54,F
"**Aanpassing van eerder bericht** Ondanks dat ik van mening ben dat de communicatie tussen MPland en de klant bij problemen ( en naleveringen) niet ideaal is, zijn we samen tot een oplossing gekomen die naar ieders tevredenheid is. De tablet werkt goed en is snel geleverd.",30,25-54,F
"Toen er een klein scheurtje in de lens bleek te zitten die ik net uit de verpakking haalde, verstuurde de medewerker van de klantenservice binnen een dag kosteloos een nieuwe lens. Echt super!",28,25-54,F
Mijn bestelling is correct afgehandeld. De volgende dag al in de bus met een kleine attentie erbij. Super!!!,60,55-64,F
"Een prachtige Dakine-rugzak besteld (voor een hele goede prijs), heel vlotte levering, keurig verpakt plus een couponcode voor een volgende bestelling toegevoegd (code nog het hele jaar geldig). Ik zou zeker weer bij bagageonline.nl bestellen.",55,55-64,F
"Snelle levering, concurrerende prijzen. Helemaal goed, dus! Bestel vaker bij Vitaminstore, ruim assortiment, snelle levering, goede prijzen.",55,55-64,F
Fotos na 10 dagen nog niet ontvangen. Wel inmiddels geld retour. Nooit meer,64,55-64,M
"Bestellen zonder problemen, en gewoon de volgende dag geleverd. Wij zijn al jaren een tevreden klant, zelfs eventuele problemen worden snel en correct opgelost. Kortom een goed bedrijf.",44,25-54,M
"Heb al meerdere aankopen gedaan bij deze winkel,en ben altijd heel tevreden.Als blijkt dat er iets niet op voorraad is,word het meteen besteld en heb ik het artikel alsnog de volgende dag in huis.Super vriendelijk personeel,die je goed helpen en adviseren.",36,25-54,F
"Super snelle bezorging,had alleen bij 1 artikel dat er iets niet klopte.Na mail contact is dat netjes opgelost.Gistermiddag 1 artikel retour gezonden,en vanmiddag al een mailtje gehad dat jullie een retour hadden ontvangen en verwerkt. Super goede en snelle service dus",35,25-54,F
"Maandag voor mijn oudste zoon een jas besteld,woensdag al in huis.Dus super snelle levering,voor een leuke prijs!Zeker 5 sterren waard",35,25-54,F
"Het is een hele leuke, gemakkelijk te begrijpen site die in ons huishouden veel gebruikt wordt",23,15-24,F
Goed en duidelijk. 1 tegenvaller; extra betalen voor iDeal betalingen ..,27,25-54,M
door de overzichtelijke site kon ik makkelijk mijn keuze maken. na besteld en betaald te hebben was het product ook snel binnen en ziet er naar uit dat et van goede kwalitiet is,47,25-54,M
nokia x6-00 laten repareren. touchscreen was kapot gegaan. toen ik hem terug kreeg later kunnen reageren door werk. maar wel gelijk gezien dat links onderin het scherm nog los zat en gaas van 1 van de 2 speakers beschadigd is. ondanks late reactie van mij door mijn werk heb ik hem alsnog terug kunnen sturen ter reparatie van gebreke.,47,25-54,M
"Bedankt voor de uitstekende behandeling van zowel de bestelling als de aflevering van de producten Prima communicatie bij bestelling en aflevering van de producten Met vriendelijke groet, Pieter Jansen Spoetnik 39 9602ZP Hoogezand",58,55-64,M
"ik had blaaswiertabletten besteld en de volgende dag had ik het al in huis, ik vind het een uitstekende service je hoeft nooit te wachten op de bestelde artikelen. De verpakkingen zien er altijd top uit komt altijd zonder beschadigingen e.d.",53,25-54,F
"Als je je handtekening maar zet kan alles ,korting tot wel 50% als je dan vraagt hoe dat kan en waarom ze niet gelijk een goede prijs neerzetten wordt het snel minder gezellig en hebben ze liever dat je vertrekt",24,15-24,M
Mijn eerste ervaring met een veiling en bijbehorende ophaal en verzendservice. Superhandig voor een goede prijs!,31,25-54,M
"Het is niet de eerste keer dat ik wat bij BigDennis.com bestel, de levering is altijd op tijd en ook het klantencontact is top!",29,25-54,M
Onmiddelijke informatie over het horloge wat ik wilde. Ik heb meteen besteld en op de dag in huis zoals belooft!,28,25-54,M
M'n bestelling gedaan betaald en product ontvangen volgens afgesproken tijd,44,25-54,M
"netjes op tijd. heerlijk gegeten, porties mogen wat groter",43,25-54,M
"Ook nu werd de bestelling weer snel, correct en op de afgesproken tijd geleverd. Ben weer zeer tevreden.",43,25-54,M
dure schoenen gekocht maar toen de stiksels los lieten toen moest ik maar genoeg nemen met een reparatie wat er niet uitzag. Gelukkig naar meerdere klachten hebben ze toch besloten om mij een nieuwe paar toe te sturen. Uiteindelijk toch tevreden met de oplossing. Nu nog even wachten op de levering van mijn nieuwe schoenen.,39,25-54,M
"Bijna 5 sterren , jammer dat jullie geen contact opnemen als de bestelling later geleverd word. Nadat ik zelf contact had opgenomen werd het PRIMA opgelost",52,25-54,F
Wij maken dankbaar gebruik van Just Eat. Fijn dat er een site is die alle menukaarten voor mij heeft bij elkaar gezocht. Nu kunnen wij sneller alles bekijken en en uitzoeken waar we zin in hebben!,30,25-54,F
Snel en makkelijk naar wens aan te passen en het resultaat is erg mooi geworden,30,25-54,F
15:30 uur besteld en volgende dag al in huis!,29,25-54,F
"De levering was erg snel en goed, zeker een site die ik aan beveel aan anderen",29,25-54,F
"gisteren rugtas van easypak  besteld en vandaag binnen , ruim onder de prijs van andere aanbieders en zonder verzend kosten supper. zijn hier helemaal tevreden . bedankt en tot ziens.",41,25-54,M
Mediaoffer een winkel met een hart voor de klanten . Naast een snelle en correcte service hebben ze ook zeer lage prijzen die vaak vele euro' s lager liggen dan bij de concurenten. En daar naast hebben ze ook geen verzend kosten. Het aanbod bestaat o.a.uit de beste games tegen de beste prijs Wat wil een Gamer nog meer,39,25-54,M
"Het monster vooraf was zeker erg fijn, nu kon ik zien wat ik wilde bestellen. De levering was snel en alles was goed verpakt.",58,55-64,F
"Na er 2 jaar weg te zijn geweest, toch lekker weer terug bij Typhone. Goede service en ook toen ik met een""probleem""zat ben ik telefonisch goed te woord gestaan en geholpen. Het spaarsysteem vind ik een leuk idee, en ik kan mijn 40 euro mooi gebruiken.",57,55-64,F
Erg handig en vlotte verwerkingstijd. Vond het heel makkelijk om een fotoboekje te maken bij hun op de site. Geen software nodig!,34,25-54,F
Makelaardij Witte maakt al jaren gebruik van de diensten van A-side. Meedenken met nieuwe producten goed in de markt zetten vinden wij de absolute topper. Voor de uitwerking hebben ze alles in huis.,37,25-54,M
"Qua prijs, verpakking en leversnelheid ben ik erg tevreden over de online drogist! Heb geen op of aanmerkingen. Prima zo!",35,25-54,M
