text,age,age_cat,gender
Alles wunderbar! Sehr schnelle Abwicklung und Lieferung! Der Preis ist fair und alle sind zufrieden! Danke M. Patel,39,25-54,F
"Auch diesmal wieder. Ausgezeichneter Service und schnelle Abwicklung. billiger-mietwagen.de ist für mich die erste Adresse, wenn ich ein Auto mieten will.",60,55-64,F
"Ich war überrascht, wie einfach das Einkaufen war, Strauß aussuchen, Karte ausfüllen, Liefertermin angeben, fertig. Es wurde alles wunschgemäß  und pünktlich ausgeliefert.Vielen Dank,gerne wieder!",63,55-64,F
"Schlecker hat immer wieder eine Auswahl sehr guter Sonderangebote u.a. für Haushalt, Körperpflege oder Haustiere. Ich bestelle immer wieder ganz gerne dort, weil es recht schnell geliefert wird und ich nicht schleppen muß. Die Lieferkartons sind sehr praktisch und stabil. Aber ich hatte zuletzt auch Probleme. Beim Bestellvorgang wurden Gutscheincodes nicht angenommen und ich mußte die ganze Bestellung mehrmals von vorne beginnen. Die Kundenbetreuung arbeitet sehr langsam und auf Beschwerde (u.a. war Duschgel ausgelaufen)hab ich keine Antwort erhalten. Gutscheine wurden trotz Ankündigung lange Zeit nicht gutgeschrieben. Das hat mich ziemlich enttäuscht.",53,25-54,F
"toller Shop u.a. für Bastelhobbies, ich brauche für mein Hobby vele Pailetten, die ich in großer Farbauswahl dort finde. Aber es ist eigentlich für jedes Hobby was dabei, sehr vielseitig und anregend. Ich könnte beim Ansehen jede Bastelart anfangen!! Mit dem Newsletter bin ich immer gut informiert.",53,25-54,F
"wunderschöne Blumen im Angebot, ein Strauß schöner als der andere, adäquate Preise, verläßliche Lieferung, Sträuße sehen auch so aus, wie auf dem Bild und kann ich eine Auswahl an Karten und Dekoartikel dazu bestellen. Tolle Sache!",53,25-54,F
"Ich liebe Bonusprogramme, Webmiles ist eines davon. Ich kann über Webmiles in vielen Shops einkaufen, verdiene dabei Webmiles, die ich dann in Gutscheine oder Prämien umtauschen kann. Das ist wie früher das Rabatthefterl mit den Marken zum Einkleben!!",53,25-54,F
"ich werde regelmäßig über Angebote und neue Artikel informiert, es gibt immer wieder Superschnäppchen, die Auswahl ist groß, Kundenbetreuung und Service sind sehr gut, Lieferung erfolgt schnell und ich kann mir für geringen Aufpreis die Ware ,anstatt im Karton, in einer umweltfreundlichen Plastikbox (leider nur schwarz!) liefern lassen, die man sehr gut weiterverwenden kann.",53,25-54,F
"Ich verkaufe seit einiger Zeit bei ebay und suche in den Kleinanzeigen. Beim Verkaufen hab ich immer wieder Probleme beim Handling und es ist nicht immer ganz einfach, eine Lösung für mein Problem zu finden. Auch bei der Suche nach einer Immobilie verschwinden meine gespeicherten Daten und ich muß sie neu eingeben. Aber trotzdem bin ich recht zufrieden.",53,25-54,F
"Es erstaunt mich immer wieder, wie schnell und einfach ich auf Amazon Artikel finde, die dann auch noch sensationell günstig sind. Auch die Speicherfunktion finde ich gut, dann muß ich nicht wieder neu suchen, z.B. bei Kalendern oder bestimmten Schuhen.",53,25-54,F
"Ich bestelle schon recht lange bei zooplus und bin absolut zufrieden. Sie haben das, was ich will, es gibt Spezialfutter, Angebote, Zusatzgeschenke und Bonuspunkte. Die Lieferung erfolgt recht schnell. Per Newsletter erfahre ich sofort neue Angebote.",53,25-54,F
"Nutrilife ist für mich auf jeden Fall empfehlenswert, weil ich mich über Alternativen auf pflanzlicher Basis sehr ausführlich informiert fühle. Die Website ist sehr übersichtlich, die Erklärungen zu den einzelnen Produkten sehr ausführlich. Die Produkte sind teilweise schon recht teuer, aber es gibt immer wieder sehr günstige Angebote, die ich über den bestellten Newsletter erfahre. Die Bestellung ist problemlos, die Ware wird sehr schnell geliefert. Vom Geschenk des Monats (eine Tasche) war ich zwar ein bißchen enttäuscht, weil die Farbe nicht der Abbildung entsprach, aber das ist auch nicht so wichtig. Ich werde Nutrilife weiterhin im Blickfeld haben!",53,25-54,F
Schnelle Lieferung von BF4!,16,15-24,M
"Die Lieferungsabwicklung war schnellstmöglich, das Handy entsprach meinen Vorstellungen.Negativ bewerte ich,daß vor der Bestellung nicht ersichtlich war, daß es sich um ein gebrandetes Gerät handelt. Ansonsten gibt es gar nichts zu meckern.",50,25-54,F
"Der Download funktionierte wie immer sehr gut. Ich bin sehr zufrieden, wenn ich auch nur mit UMTS - Verbindung lade.",65,65+,M
"Habe mir heute mal etwas aus meinem neuen Lieblingsshop MMOGA gegönnt. In diesem Fall waren es Fifa 13 Münzen, welche bereits nach weniger als einer Stunde ankamen, obwohl die Lieferzeit mit 1-24h angegeben war. Auch die Preise sind meiner Meinung nach unschlagbar. Habe viele Preise mit anderen Shops verglichen und nirgendwo ein so günstiges und gleichzeitig seriöses Angebot gefunden. Einfach super, werde demnächst garantiert wieder dort einkaufen.",43,25-54,M
"Ich habe bei Mindfactory ein Umrüstsatz bestehend aus Mainboard, Prozessor, CPU-Kühler und Arbeitsspeicher bestellt und bin voll kommen zufrieden. Die Bestellungen lief ohne Probleme ab und kam in wenigen Tagen an. Alle Komponenten waren vorhanden und fehlerfrei. Desweiteren habe ich die bulk-Variante des Prozessors bestehlt und habe trotzdem die boxed-Variante bekommmen. Besser geht es in meinen Augen nicht. 5 Sterne sowohl für die Qualität als auch für den Support und die schnelle Lieferung.",30,25-54,M
"Super schnelle Bestellung, sehr zurfrieden",38,25-54,F
"Habe eine kleine holzbeheizte Gartensauna (60 mm Bohlenstärke) samt Zubehör (Harviaofen, Schornstein....) bei Azalp gekauft. Alle Teile waren vollständig, z. T. sogar ein paar Bretter oder Bohlen mehr, Gebrauchsanweisungen auf deutsch und gut verständlich, holländischer Spediteur sehr nett. Aufbau und Qualität der Sauna super. Gestern abend zum 1. mal sauniert. Funktionierte hervorragend, mit nur 5 Scheiten Buchenholz in kurzer Zeit auf fast 100 Grad aufgeheizt!! Würde die Sauna sofort wieder so kaufen!",49,25-54,M
"Wir hatten einen Hin- und Rückflug nach NY als Direktflug gebucht. Einige Wochen später erhielten wir die Nachricht, dass beide Flüge Umsteigeflüge mit Wartezeiten sein würden. Einmal über Paris, einmal über Amsterdam. Wieso werden Direktflüge verkauft, wenn es dann keine sind???? Der Preis war natürlich für einen Direktflug! Vorher einchecken war auch nicht möglich, ebenso mussten wir in Amsterdam  noch mal neu mit Gepäck einchecken. Wenigstens wurden die Flugzeitenänderungen pünktlich mitgeteilt. C. W.",31,25-54,F
innerhalb weniger Tage alles erhalten und in einwandfreiem Zustand. weiter so!,31,25-54,M
"Ich habe am 09.08. eine Bestellung für ~1500€ getätigt und es am 20.09. storniert, da keine Lieferung erfolgte (das ist auch so in dem Shop vermerkt). Mittlerweile habe ich ca. 15 mal angerufen und immer noch kein Geld zurück. Ein Mahnverfahren hatte ich eingeleitet -> Auch kein Geld -> Anruf: Wie immer eine Entschuldigung und Sie würden sofort überweisen -> Kein Geld Nun habe ich vor zwei Wochen die Zwangsvollstreckung eingeleitet -> Bisher noch kein Geld. NUR ÄRGER! FINGER WEG!",25,25-54,M
Habe am 12. September!!!.2011 bei DailyDeal einen Ikea-Gutschein gekauft! Bis auf die o2-Simkarte habe ich bisher noch nichts gesehen davon. Antworten auch Emails dauern ewig und die Homepage ist voller leerer und falscher Versprechungen. Finger weg. Anwalt ist wird jetzt eingeschaltet....,22,15-24,M
"Preis - Leistung sehr gut. Sehr schneller Versand, nur 2 Tage von Gb nach D.",33,25-54,M
"Schnelle Lieferung, schnelle und angenehme Kommunikation, sehr große Auswahl. Immer wieder gerne!!!",26,25-54,M
Überweisungen dauern üblicherweise länger.,50,25-54,M
"Super schnelle Lieferung. Zum wiederholten Mal gute Qualität, super Service und fairer Preis.",56,55-64,M
"Den Wagen zu buchen, war kein Problem. Alle gebuchten Optionen waren perfekt und verfügbar. Leider mußte ich bei der Abholung des Wagen bei Alamo 90 min warten, was nach einem 10,5h Flug nicht wirklich eine akzeptable Wartezeit darstellt. Nach dem erhalt des Fahrzeuges, gab es nichts mehr zu bemängeln. Auch die Rückgabe war ohne Probleme.",46,25-54,M
",,rasant schnell..rasant gut..kommt gut bei mir an..",56,55-64,F
"Auch ich kann Billiger-Mietwagen.de nur empfehlen. Wir hatten einen Seat Ibiza für eine Woche auf der Insel Menorca und konnten diesen nutzen, um die Insel ausgiebig zu erkunden.",57,55-64,M
"Eine Micro SD Karte 8GB (gestern) bestellt,heute Mail über Auslieferung erhalten und prompt stand die Postlerin vor der Haustüre , Paket von Redcoon in der Hand.Schneller wurde ich noch nicht bedient. Das Teil funktioniert.Danke.",53,25-54,M
Super Schnell und perfekt wenn es schnell gehen soll.,32,25-54,M
Das war die 8 Buchung über lastminuteauskunft.de und es war noch nie etwas zu klagen,47,25-54,M
"Ich weiss nicht richtig was ich bewerten soll, denn eine Lieferung habe ich bis heute nicht erhalten und der Witz das eine Bewertung des Services erfolgen soll. Was soll das",59,55-64,F
Lieferzeit und Ware wie angegeben.,34,25-54,M
"Die Preise sind günstig, die Bestellung und Lieferung klappten reibungslos und schnell. Ich bin sehr zufrieden und kann die Apotheke weiter empfehlen. Ich werde sie wieder in Anspruch nehmen.",51,25-54,F
"Es haben sich zwei Steuerberater auf meine Anfrage gemeldet. Beide leider nicht in meiner Nähe. Eine jedoch schon innerhalb einer halben Stunde nachdem ich mein Gesuch gepostet habe. Der Kontakt war sehr nett. Leider hat die Terminabsprache bis jetzt noch nicht geklappt. Dennoch finde ich, dass diese Anfrage ein nützliches Instrument ist.",50,25-54,F
"Kann von einer Bestellung Brille24 nur abraten! Ich habe vor über zwei Monaten bestellt, nach 14 Tagen freundlich angefagt was stand der Dinge ist, seit dem vertröstet mich ein Support mit Textbausteinen und Halbwahrheiten. Erst hieß bitte warten Sie 20 Tage, dann 30 Tage, dann wollte man einen Nachforschungsantrag stellen.  Das war vor über 14 Tagen, seit dem wieder keine Rückmeldung. So ein schlechter Kundenservice ist mir in 15 Jahre Inethandel noch nicht untergekommen, ich werde nun eine Fristsetzten und dann Anzeige erstatten.",35,25-54,M
"Habe leider bei Vistaprint Bestellt, am liebsten würde ich keinen Stern hinterlegen. Ich habe bei Vistaprint mir 500 Visitenkarten Bestellt, laut Vorlage sahen diese TOP aus, einen Tag später Bestellte ich Separat nochmals einen Stempel, auch diese sah laut Vorlage Top aus. In beiden fällen nutze ich einen Gutschein von Vistaprint, bei den Visitenkarten sollte ich trotzdem 23 Euro bezahlen und beim Stempel nochmal 8 Euro für den Versand. Nun dachte ich mit den Gutschein bezahlt man nix, des ist schonmal der erste Betrug von Vistaprint, man zahlt nämlich den Versand zu 100 % Die Bezahlung führte ich per Lastschrift durch. Nun gut dachte ich mir, ich werde dann wohl 2 Pakete erhalten da ich ja 2 Bestellungen abgegeben habe, doch ich schaute nicht schlecht als nach 14 Tagen nur ein Paket erhalten hatte, dort wahren die Visitenkarten und der Stempel drin. Vistaprint hatte also 2 mal Versandkosten bekommen und nur einmal bezahlt. Nun schaute ich mir die Vitienkarten an, diese waren sehr schlecht bearbeitet worden, meine Telefonnummer + Email waren kaum zu lesen, ich rief also die Kundenhotline an und schilderte die beiden fälle. Die erste Dame legte einfach auf, die zweite Dame wollte mir die Versandkosten per Kundengutschrift erstatten was ich nicht wollte, diese teilte mir mit man kann sich das Geld dann auf das Bankkonto Überweisen lassen, dies ist allerdings gelogen, beim dritten Anruf wurde mir mitgeteilt das eine Gutschrift aufs Bankkonto nicht durchgeführt wird. wegen der Qualität der Visitenkarten solle ich doch einfach im Kundenkonto ein Foto hochladen was ich auch tat, mir wurde gesagt ich würde dann einen Tag später zurückgerufen. Ich ladete ein Foto hoch von der Vorlage und von der Visitenkarte, es war eindeutig zu erkennen das meine Telefonnummer und E-Mail kaum zulesen war. Am Tag darauf erhielt ich keinen versprochenen Anruf also Reklamierte ich per E-Mail den fall, dort teilte mir man mit ich solle ein Bild hochladen, ich teilte denen nochmals mit das ich bereits dies getan habe. 10 Minuten später bekam ich folgende E-Mail: Sehr geehrter Herr Frenz vielen Dank, dass Sie den Kundenservice der Firma Vistaprint kontaktiert haben. Wir haben die Reklamation bezüglich Ihrer Bestellung und des darin enthaltenen Produktes erhalten. Wir bedauern sehr, dass Ihre Bestellung nicht Ihren Vorstellungen entspricht. Wir haben Ihre Bestellung überprüft und festgestellt, dass Ihre Visitenkarte gemäß Ihrer Vorlage gedruckt wurde. Bitte beachten Sie, dass der Farbwert Ihres Druckes von verschiedenen Faktoren beeinflusst werden kann. Da Vistaprint das CMYK- Farbmodell als technische Grundlage für den modernen Vierfarbdruck verwendet und bei Farbbildschirmen (LCD, Röhre, Plasma) alle Farben im RGB- Modus dargestellt werden, kann es zu Farbabweichungen kommen. Aus diesem Grund empfehlen wir Ihnen bei zukünftigen Aufträgen Ihre Vorlage im CMYK-Farbmodus zu erstellen. In diesem Farbmodus ist die optische Ähnlichkeit zwischen der Vorlagendarstellung am Bildschirm und dem tatsächlichen Druck am höchsten. Sie können ihre Vorlage im CMYK-Modus in den gängigsten Bildbearbeitungsprogrammen wie z.B. Photoshop oder Adobe Illustrator abspeichern und anschließend bei Vistaprint hochladen. Folgende Ursachen können ebenfalls zu Farbabweichungen führen: Das von Ihnen gewählte Papier kann geringe Helligkeitsabstufungen aufweisen. Insbesondere das Hochglanzpapier profitiert von der höchsten Farbtreue und wird in diesem Zusammenhang grundsätzlich von uns empfohlen Die Dichte der Tinte, Druckschwankungen, die Temperatur der Druckmaschine. All dies sind Unwägbarkeiten, die den Druckprozess beeinflussen können Wir hoffen Ihnen mit dieser Information weitergeholfen zu haben. Bei weiteren Fragen stehen wir Ihnen gerne unter der Telefonnummer +49 (0) 30 / 887 892 57 (Mo - Fr 8:00 - 19:00), per email oder ganz neu, per Video-Chat zur Verfügung. Vielen Dank, dass Sie sich für Vistaprint entschieden haben. Mit freundlichen Grüßen Christian Williams Vistaprint Kundenservice Ich schrieb den Kundenservice das ich die Lastschrift nun zurückbuchen werde, meinen Anwalt habe ich vorher Kontaktiert, dieser schrieb mir ich solle diesen sofort einschalten wen ein Inkassobüro mir schreiben sollte, die wäre nämlich ein Typisches vorhaben von Vistaprint. Wiegesagt schrieb ich dem Kundenservice die sache mit der Rücklastschrift und bekam plötzlich folgende E-Mail: Sehr geehrter Herr Frenz, vielen Dank, dass Sie den Kundenservice der Firma Vistaprint kontaktiert haben. Gerne haben wir Ihren bisher nicht angesprochen Sachverhalt geprüft und haben Ihnen aus diesem Grunde die zu viel bezahlten Versandkosten als Warengutschrift über 7,62€ auf Ihrem Kundenkonto hinterlegt. Sofern Sie den Betrag der Bestllung noch nicht zurückgebucht haben können wir Ihnen die Gutschrift auch gerne ausbezahlen. Wenden Sie sich hierfür mit der Bitte darum erneut an uns. Bei weiteren Fragen stehen wir Ihnen gerne unter der Telefonnummer +49 (0) 30 / 887 892 57 (Mo - Fr 8:00 - 19:00), per email oder ganz neu, per Video-Chat zur Verfügung. Vielen Dank, dass Sie sich für Vistaprint entschieden haben. Mit freundlichen Grüßen Christian Williams Vistaprint Kundenservice Ich schrieb darauf das ich bereits das Geld zurückgebucht habe und er sich den Warengutschein wo hinschieben kann und ich auch nicht glaube das Vistaprint Geld zurück sendet (siehe andere Erfahrungen) Ich empfehle deshalb jeden nicht Vistaprint zu nutzen, Er wird beim Versand betrogen und beim Material auch. Reklamationen werden einfach abgeschmettert und versteckte Kosten sehen Sie erst wens zum Bezahlen geht. Gruß Ein Betrogener Kunde von Vistaprint",30,25-54,M
"Erste Bestellung und ich bin positive Überrascht! Hier stimmt einfach alles! Top Preise, Top Service und die Lieferzeit ist auch ok. Hier werde ich Stammkunde.",43,25-54,M
"DIE BESTELLUNG KLAPPT GUT UND GELIEFERT WIRD SCHNELL,ALLERDINGS AUFGETEILT IN 2 SENDUNGEN,EINE KAM DIREKT INS HAUS UND FÜR DIE ANDERE MUßTE ICH ZUR POST.MIR WÄRE LIEBER ICH HÄTTE DIE PRODUKTE IN EINER LIEFERUNG ERHALTEN.MIR GEFÄLLTGAR NICHT,DAS KEINE ANWENDUNGSEMPFEHLUNGEN IN DEUTSCH AUF DEN PRODUKTEN ZU FINDEN SIND BZW EIN BEIPACKZETTEL IN DER LANDESSPRACHE,IN DIE DAS PRODUKT GELIEFERT WIRD,NICHT VORHANDEN IST.",59,55-64,F
"Es gibt nicht viel zu sagen: Bestellen auf Rechnung, super Weine, super Vielfalt, viele Angebote. Meine Weine kommen ausschliesslich von vinos.de",37,25-54,M
Super service. Es kamen schnell angebote,33,25-54,M
"Schnelle Lieferung, Artikel wie beschrieben, Verpackung sehr gut. Leider Zusatzkosten für sofortüberweisung/paypal",34,25-54,M
Bisher haben wir mit booking.com sehr gute Erfahrungen gemacht. Durch übersichtliche Präsentation und bestechende Preise sowie seriöse und schnelle Abwicklung ist dieses Portal auch in unserem Freundeskreis seit langem Nummer 1. Auf jeden  Fall sehr empfehlenswert.,62,55-64,M
ATX CoolerMaster HAF X mit Seitenfenster BigTower o.NT Schwarz sonntag bestellt dienstag erhalten alles in bester ordnung bin sehr zufrieden werde wieder bestellen,35,25-54,F
"Leinwanddruck in top Qualität, bin sehr zufrieden. Einzig die UV-Beständigkeit bleibt noch zu prüfen.",58,55-64,M
"Also wie schon in meiner Meinung war ich zwar früher mit ihnen sehr unzufrieden, bin aber jetzt mit 5 Sternen sehr zufrieden, dank des guten Ticketsystems.",21,15-24,M
"Die gefundenen Flüge waren besser als bei anderen Anbietern, die Preise ebenfalls sehr gut. Allerdings kam am Ende dann noch eine kleine Überraschung, dass sowohl für Kreditkarte als auch Girokarte eine zweistellige Gebühr entrichtet werden muss. Dafür gibt es 1 Stern Abzug.",22,15-24,M
Preis Leistung sehr gut! Buchung und Abwicklung sehr gut! Leider verzögerte sich die Mietwagenübernahme vor Ort etwas weil das Fahrzeug nicht bereit stand! Schade! Davon abgesehen immer wieder gerne!!!,42,25-54,M
Bis heute nur gute erfahrungen gemacht.,33,25-54,M
"Verkäufer verweigert beharrlich das zustehende Widerrufsrecht, nur weil an das Büro geliefert wurde. Dabei handelt es sich um ein Diascanner (wir verkaufen größtenteils Kleidung), der für die private Diasammlung bestimmt war.",22,15-24,M
"Ich bin sehr zufrieden mit der Lieferung. Alle Artikel sind wie beschrieben. Die volle Sternezahl gebe ich nicht, weil ich 5 Tage auf die Lieferung gewartet habe, aber das ist in der Vorweihnachtszeit bestimmt nicht die Schuld von styleon. Vielen Dank für alles und frohe Weihnachten!",35,25-54,F
"Ich hatte mit Mindfactory noch nie probleme. Ich könnte ihren support nicht mal bewereten, da ich ihn noch nie gebruacht habe :)",18,15-24,M
Danke für die schnelle Zusendung der Produckte!,46,25-54,M
bin sehr zufrieden alles klasse,25,25-54,M
"Ware war toll. Sieht toll aus. Ist auch super gesichert hier angekommen, ohne Beschädigung (wäre gar nicht möglich bei der sicheren Verpackungsweise) und wurde auch prompt nach Zahlungseingang geliefert. Nur eine Ware sah ein klein bisschen anders aus als auf dem Bild, aber nicht negativ anders =)",26,25-54,F
Einfach schnell und funktioniert so möchte es doch jeder haben.,18,15-24,M
Der Wechsel war super einfach und hat sich gelohnt.,53,25-54,F
"alles bestens, sehr schnelle lieferung sehr nette kundeservice ich werde weiter zum empfehlen,eine sehr gutes reifenhändler ,so muss es sein alles bestens tiptop",57,55-64,M
"Ich habe inzwischen drei mal bei mindfactory bestellt und war bisher immer vollstens zufrieden. Die Artikel, welche als sofort lieferbar gekennzeichnet waren, kamen immer innerhalb von zwei Tagen an. Allerdings habe ich bisher keine Erfahrungen gemacht, wie der Service funktioniert wenn man etwas zurück sendet oder reklamiert...",30,25-54,M
"Bei Vinos.de passt einfach alles,vom preiswerten Wein für jeden Tag bis hin zum absoluten Spitzenwein ist für jede Geldbörse und jeden Geschmack der richtige Wein dabei.Auch die Lieferungen sind in der Regel sehr schnell.Ich bin seit einiger Zeit Kunde bei Vinos.de und kann den Shop nur jeden empfehlen....",49,25-54,M
"Meine Erfahrung mit Pixxass... Ich bestellte mir eine Sony Cybershot bei Pixxass,die Lieferung erfolgte prompt,nur 1 Tag später erhielt ich die Ware.Allerdings kam mit der Kompaktkamera keine Freude auf,mir waren nach einigen Testfotos die Ergebnisse zu schlecht,also sendete ich selbige zurück,um evtl. eine Spiegelreflexkamer zu erwerben.Einige Tage später bekam ich eine E-Mail (der E-Mailkontakt klappte relativ gut),daß die Cybershot stark beschädigt wäre,d.h,das LC Display wäre stark zerkratzt.Diese Beschädigung wurde mir bildlich zugesandt.Ich hingegen,bin mir zu 100 % sicher,daß die Kamera mein Haus in einwandfreien Zustand verließ.Leider hielt ich dies nicht auf Fotos fest,so daß ich dies nicht beweisen konnte (sollte jemand irgendetwas an Pixxass zurück senden,bitte vorher fotografieren,wenn möglich mit Seriennummer).Bei späteren Recherchen im Internet,erfuhr ich dann,daß ich nicht der einzige war,der mit dieser ""Masche"" übers Ohr gehauen worden war.Daher wurde mir auch mitgeteilt,daß die Rücknahme nicht in vollem Kaufpreis möglich wäre,und ich eine Wertminderung von 35 Euro hinnehmen müßte.Ich teilte dem Pixxass Service meine Bankdaten mit,und dachte in den nächsten Tagen mein Geld in Höhe von 193 Euro ( bei einem Kaufpreis von 228 Euro) auf meinenm Konto zu sehen.Nach 10 Tagen war allerdings immer noch kein Geld auf meinem Konto,erst nach Androhung, daß ich rechtliche Schritte einleiten werde,kam das Geld innerhalb von 1 Tag erhielt ich mein Geld.Angeblicher Fehler in der Banksoftware......Allerdings nicht 193 Euro,wie ich dachte,sondern nur 185 Euro.Einfach nur ärgerlich.Ich finde diese Vorgehensweise einfach nur eine Sauerei,für andere ist es schlicht weg ?????.",48,25-54,M
"Große Auswahl an Koffern, Reisetaschen usw. Ich habe mir hier einen großen Trolley bestellt und bin immernoch sehr zufrieden. Er ist stabil und es passt viel rein.",35,25-54,M
"Die Lieferung geht so schnell, schneller geht`s nicht. Man findet schnell was man sucht und die Artikel sind auch gut beschrieben. Preise sind recht günstig. Ich bestelle hier öfters wenn ich mal keine Zeit oder Lust habe zum Baumarkt zu fahren.",35,25-54,M
Ich kann mich den Meinungen hier nur anschließen. Habe schon mehrere Mal bei dayby.de bestellt und bin absolut zufrieden. Die Lieferung geht sehr schnell und die Produkte sind auch top.,35,25-54,M
"Ich bin schon länger Kunde und bin auch zufrieden mit dem Service. Allerdings finde ich, dass die Telekom doch immer noch sehr teuer ist im Vergleich zu anderen Anbietern. Aber ansonsten passt schon alles.",35,25-54,M
Gutes Preis-Leistungsverhältnis und schnelle Lieferung.,40,25-54,M
Günstige Angebote. Super Support. Ich kaufe meine spiele nurnoch dort!,22,15-24,M
"Ist alles sehr einfach und schnell zu finden zB. Zimmer, Kategorie, Raucher oder Nichtraucher, Preis und Zusatzangebote! Echt Spitze!",46,25-54,M
"Ich habe Vieles probiert: Vokabeltrainer, CD, Wörterbücher... Babbel ist für mich optimal. Ich kann zu jeder Tageszeit, noch eigenem Zeitvolumen, selbst gewählter Wiederholungsrate lernen. Was von Vorteil ist, wenn die grauen Zellen schon etwas verstaubt sind. Auch die akustische Wiedergabe hilft mir sehr, die Spracherkennung nutze ich selten. Der Kostenfaktor ist sehr akzeptabel. Ich habe ess guten Gewissens schon an Freunde weiterempfohlen.",53,25-54,F
"booklooker.de ist die beste Plattform für gebrauchte Bücher, die ich kenne. Für Verkäufer ist die Provision niedrig und akzeptabel. Für Käufer sind die Versandksoten überschaubar und wesentlich günstiger als z.B. bei amazon. Übersichtliches Design und gute Suchmöglichkeiten machen booklooker.de zu meinem Favorit.",43,25-54,M
GamesRocket liefert schnell und zuverlässig. Spiele laufen alle!,33,25-54,M
katastrophen-Firma! zwei mal reingefallen! nie weider ! definitv!!!!,61,55-64,M
"versand sehr teuer, sonderangebote sind nicht wirklich welche! auf mails wird generell nicht geantwortet - ich habe 3 mails geschickt und....? nichts!!",61,55-64,M
nutze tuneup schon seit langem und bin bestens zufrieden!,61,55-64,M
"schlechte Kommunikation und dann noch teurer als die klassische HUK, geh wieder zurück zur ""Mutter""",55,55-64,M
Sehr schnelle Abwicklung und günstiges Angebot. Dass es sehr lange gedauert hat beim Abholen in Newark lag an Dollar Rental Car und dass wohl am Samstag kaum Personal anwesend ist. Als die Formalitäten erledigt waren stand das Auto vor der Tür.,56,55-64,M
Sehr gute Website und niedrige Lieferkosten. Leider wird man bei zwei Artikel bei denen einer nicht sofort verfügbar ist nicht automatisch über eine längere Lieferzeit informiert. Nutzlose Zusatzleistungen werden automatisch zugefügt und muß man aktiv wieder entfernen.,56,55-64,M
"Habe einen FS von Panasonic über den Shop bestellt. Gute Kommunikation,zügige Lieferung, Ware i.O., gerne wieder. Danke",63,55-64,M
"Mit Amazon habe ich durchweg immer nur gute Erfahrungen gemacht. Lieferung immer superschnell und meistens keine Versandkosten. Ichhab auch schon Möbel und andere Sachen über Amazon gekauft, das ging auch ohne Probleme. Mit den Shops die nicht direkt Amazon selber sind hat also auch alles immer gut geklappt- Das einzige ist das man bei ihnen nur per Vorkasse zahlen kann, aber nun gut....",24,15-24,F
"Ersatzteil Donnerstag Nacht im Internet geordert - Samstag Mittag geliefert! Respekt - und das für 3,90€ (Privileg - Ofen-Klappe-Federelemente)",38,25-54,M
"Bestellte Ware Superschnell erhalten,kann mich nicht beschweren.",49,25-54,M
Gerne wieder (=,16,15-24,M
Es war ein super einkauf! Es stand als Lieferdauer 1 - 24 Stunden und das Produkt war innerhalb von 15 Minuten da! Dazu ist es sehr einfach die Oberfläche des Shops und Bezahlsystems zu verstehen. Weiterhin positiv sind die sehr geringen Preise die mich dann auch sehr überzeugt hatten. So stelle ich mir einkaufen vor! Gerne wieder,16,15-24,M
Server sind OK aber die Reaktionszeit ist ein bisschen zu hoch.,15,15-24,M
"schnelle lieferzeit, einwandfreie bestellabwicklung, gerne wieder!",37,25-54,F
Perfekt. Schnelle Lieferung. Gut verpackt. Guter Preis.,60,55-64,M
Toll auch das noch mal nachgefragt wird nach den Schlüssel Nummern! so ist man gleich sicher das das richtige teilkommt ! bestelle jeder zeit wieder bei euch Echt super !,37,25-54,M
"Übersichtliche Website, schnelle und verständliche Anmeldung. Spiel aussuchen, kaufen und los. Schneller Support.",21,15-24,M
Alles in allem: Sehr empfehlenswert! AAA+ (nicht nur Last-Minute) Kleiner Nachteil: Um die Reise für ein bestimmtes Hotel zu buchen für eine vorgegebene Reisezeit musste ich mich durch zig Seiten (schneller Aufbau) durchklicken. Habe ich etwas falsch gemacht?,60,55-64,M
"ich habe einen Bewertungslink von einer Firma bekommen. Nach Ausfüllen der Bewertung klappte die Verifizierung per Email nicht, da ich noch nicht bei Trustpilot gemeldet war. Es gab aber keinen Link, durch den ich mich hätte anmelden können. Fehler am Wassergraben....",52,25-54,M
"Dienstags bestellt, Mittwochs einen vergessenen Artikel nachbestellt, der durch Email Kontakt ohne Probleme in die Bestellung aufgenommen wurde - top! Allerdings: alle Artikel waren auf der Web-Seite als ""lagernd"" angegeben, nach der Bestellung jedoch noch nicht vorrätig. Dadurch dauerte die Lieferung statt 3 Tage 10 Tage. Das ist nicht ok. Gleiches passierte schon mehreren Kunden siehe Forum.",52,25-54,M
"Toller Shop, bis jetzt bei allen Bestellungen sehr zuverlässig. Der Versand ist schnell und es ist billig. Kann ich nur empfehlen",24,15-24,M
"Ich finde MMOGA wirklich sehr gut. Das Sortiment ist sehr groß, man findet also alles was man will. Außerdem sind die Preise ziehmlich billig. Doch was mich am meisten überzeugt hat, ist die unglaubliche Geschwindigkeit. Nachdem meine Zahlung eingegangen ist, war der Produkt-Key nach nicht mal einer halben Minute da. Wirklich Top ! Und auch der Support, wenn mal etwas schiefläuft ist echt gut. Durch den Live-Support kann man direkt mit einem Mitarbeiter chatten und das Problem erklären, ohne das man lange auf eine Antwort warten muss. Ich kauf meine Keys und  Coins nur noch bei MMOGA.",24,15-24,M
