text,age,age_cat,gender
I bought 32g usb drive for girlfriends pics/vids and music and she is delighted with it.,50,25-54,M
"After using my usual hotel for the past 4 years arranging transfers which included mini bus drop offs at various hotels I did some research and came across Suntransfers offering a far better rate but also in a private cab for our personal use, both journeys to and from the airport were first class and when we arrange our flights for next year I will certainly book with Suntransfers again.",50,25-54,M
"Pleased with delivery and installation of multigym, used it for a few weeks now and one or two slight issues that required a slight bit of repair and oiling but now all going very well.",50,25-54,M
"Ordered my daughter flowers from the site and granted the price was a percentage off special, but A - the flowers didn't come in the green glass vase, B - the lily's were in the vase but un opened and 1 opened after all the flowers died (very quickly at that), C - the flower value wasn't even worth the discounted cost, forget about the regular cost, and as far as rectifying the situation, all they did was give me a $12.50 in store credit which does me absolutely no good. I gave them 2 stars instead of 1 because the thought of someone even doing this on purpose sickens me. I have worked in a top 100 FTD shop so I expected a replacement arrangement or a refund. My daughter no longer lives in the area so the credit works out to nothing for me.",50,25-54,F
"Over $13k saved over 13 years with Priceline bidding at ~100 4+-star luxury hotels, truly a tremendous time & couldn't be happier with the results. The ability to save 50% & still specify star-level & geography is all I need to keep coming back for this the 14th year. I've yet to have to call Priceline as their bookings have always worked flawlessly. What more can I say?",33,25-54,M
"its the best ever looooooooooooooooooooooool amazing , so fast so trustable go ahead and book online now you will get the best service ever",34,25-54,M
"Wooow this site is very trustable. They care for your money and for the relation with you, they have professional customer support that helps to fix your problems. They replaced my activation key in a minutes where I thought I lost my money. I love this website, it gives amazing services",34,25-54,M
"I ordered some items, received them last friday and 2 of the 5 were defective.  I wrote a nasty gram complaint and immediately received a response.  E-mail stated gladly sending replacements.  I'll upgrade to 5 stars if received in a timely fashion and these are not defective.  For first time purchase however, not impressed receiving non functional items that had the potential to harm my fur babies.  Willing to give another chance if this is fixed.",43,25-54,F
"Normally when I order a costume online, what I see in the picture isn't always what I receive... However, I was incredibly happy with the Lightning costume AllAnimeCosplay delivered! I had emailed a question concerning shipping, and I was answered right away (great customer service!). For what I paid, I received everything that was shown and in better quality than I'd expected. I've paid hundreds of dollars on costumes that the sellers claimed to be high quality, and what I received were ill-fitted strips of nylon or cheap plastic accessories that fell apart upon touching them... Needless to say, I spent less on this costume and am 500x happier. As soon as it came in, I immediately recommended this site to my co-worker and my sister, who are both looking for costumes as well.",20,15-24,F
I use this site for my supplements every time I need them. So much cheaper than local supplement stores.They have a policy where they meet any competitors price then beat it by 5%. Have done this twice. Discount is immediate. Shipping is a little high but they offer several free products at check out to make up for it I love supplement warehouse; and will definitely continue using them.,26,25-54,F
Fast efficient and had products I needed,28,25-54,M
I AM 100% SATISFIED EVERY SINGLE TIME I ORDER FROM THEM- THANK YOU,43,25-54,F
"When I need to review a topic, study a subject. or find a product, I have never gone wrong using google.  it has what I need.",47,25-54,M
"When my local gym started raising the prices of the supplements I was buying from them, I became curious as to what price others were selling the same products.  I went to GNC and checked their prices to find that they were as expensive, if not more expensive, than my local gym.  I had decided I would just buy from the gym until I ran across an advertisement for the Supplement Warehouse.  Their pricing was almost half of what both the gym and GNC were charging.  I'm no genius, (haha, I'm a lifter, remember) but I figured there had to be a catch.  However, for these prices, I was going to see for myself if it was real or not.  After my first order I was convinced I had found the real deal; even more when I got free trials of products and a Muscle and Fitness Magazine to boot.  I love this place and will continue to be a customer unless the government puts free enterprise out of business.  Let's roll entrepreneurs.  Keep America free, God fearing, and STRONG!!!!",47,25-54,M
"It was easy to use, and we got 4 star accommodations at 2-3 star prices.",40,25-54,M
"The pricing on the technical book I ordered was excellent even though the book is rare.  Shipping was timely, and the order was processed as expected.",34,25-54,M
,33,25-54,M
"I was a bit dubious at first, but after 2 separate purchases and zero hassles, I'll be back. Great pricing as well.",41,25-54,M
"great place to gets supplements. i have been using them for a long time, and have always been happy with the services.",29,25-54,M
"I like supplement warehouse because it has the cheapest supplements I have found on the internet. The only thing that would bump them up to a five is if they started carrying more of the top-brand-supplements. Even though I say this, a lot of the not-as-popular products have the same or even better effects! I will definitely be continuing to shop here.",15,15-24,M
I recomend this company today resive my order and l save hundreds of dollars thanks 1000.,33,25-54,M
"I have had issues in the past with customer service and with getting the correct parts shipped to me. I continue to order from MCM because they always fix the problems. I had an issue once when they took weeks to respond, but I am beginning to think that was an anomaly. My most recent interaction was speedy and pleasant.",35,25-54,M
"I ordered a screen for an Aspire one netbook and it came on time without any hang up or hassle. This is my first purchase from  LaptopScreen.com, I am sure it will not be my last. Thanks a lot, LaptopScreen.com. yall made it real easy, and I just love easy :)",32,25-54,M
it was very fast and easy,23,15-24,M
"This is a brilliant website, I've bought Company of Heroes 2 (pre-order retail edition for the Commanders) and Black Ops II (Pre-order edition for the extra nuketown DLC) If you miss the pre-order DLC it's a great way to still get it on a budget!",22,15-24,M
"I have used USN Diet Fuel for a long time, but have always wondered why it never came in a larger container. Thanks to an email from MuscleFiness, I saw the 2 kg container. The price was unbelievable-cheaper for 2kg than a High Street store charges for a 1kg. The delivery too was prompt and delivered to work. A First Class service from a top Company! Thanks",47,25-54,M
Thank you for an excellent website - so easy to use and understand. Also for the quick service which on my last order was delivered using standard delivery just the next working day. Wow!,74,65+,M
"Superb customer service, incredibly fast shipping and beautiful products! Would definitely order again!",48,25-54,F
"The flowers i ordered for my mum came on great time for mothers day but look nothing like the picture, deluxe opinion was extra money for nothing and the card i picked was a different card. I'm REALLY disappointed, i could of got nicer ones from my local shop for £5.. thought by spending £35 they'd be good but some of the flowers was dead before they even got into my mum's hands!!! only thing right was the mothers day balloon. Also the customer service by mail is RUBBISH as i received emails about 2 different peoples orders... TOTALLY UNPROFESSIONAL.",22,15-24,F
"I needed to setup a second ltd for my new company, and it was much quicker than the first time I registered my company.  Instead of taking a week it took 4 hours.  Very impressed.  I'm almost wishing I had a need to register another one!!",32,25-54,M
Don't hassle with filling out multiple website and searches. Just bid on priceline. Simple easy and bonus on bargains.,54,25-54,F
Very happy with my order! They have a great variey of products.,51,25-54,F
"Have been waiting for a parcel today but  had to be at docs for 10.30 so left a card to suggest a safe place if i missed them. So I left my house at 10.20 to see courier sat outside the house in his van. Are you delivering to me? Yes he says but I am early, I can't deliver until 10.36. So can I have the parcel now? No you cant not until 10.36. What!  Excuse me are you having a laff? I said I need to be somewhere at 10.30 and need to go out, but no, would not hand over parcel. In the end when I said I need to leave now he said he would leave my parcel in a secure place, (i.e after 10.36)... so He got out his van and I showed him a place he could leave it, after 10.36, excuse me but surely my house is the most secure place to leave it, not outside... He walked past my front door to observe safe place! It was a Ps4 from currys long awaited for as Xmas present or would have told him to return the parcel was so mad... Jobsworth!",49,25-54,F
"I have a delongi coffee machine and the capsules keep slipping through, I have to get them just in the right spot then push down the handle, unlike nespresso ones that just slot in. The coffee however is comparable to nespresso.",49,25-54,F
"Price competitive shame about delivery driver who said ""he hadnt got time to piss about""when delivering my  garden furniture and left it wedged in my gateway promptly  got back in his lorry and did indeed ""piss off""! Nice service not! I had to try and unwrap the large bundle and get it off the pallet on my own whlst it was stuck in my gateway.",49,25-54,F
IHAVE A PAIR OF GLASSES THAT REQUIRED FIXING I SENT THEM TO OPTICSFAST AND I WAS BLOWN AWAY THEY CAME BACK IN BRAND NEW CONDITION THEY DID A STELLAR JOB I WAS WELL PLEASED THANK YOU OPTICSFAST SINCERELY MICHAEL COLLAZO,53,25-54,M
"So far so good , best cheap prices . I still need to receive my products so I'll mention it later on the delivery experience.",34,25-54,M
"Very happy with the care that was taken in packaging and handling of the inner fender. Will buy again when I need parts. Thanks, to PartsGeek",71,65+,M
"They really do sort out only the good ones so even though you are shooting blind what you get is what you are happy with at a really good price. Last 2 times I got a $110 room for $55. Might have bid a tad less but didn't want to hassle with rebidding. I checked afterwards and the best deal i could have gotten on my own at the same hotels using my government discount or AARP was $90, so I'm a happy bear.",68,65+,M
This company never stops amazing me. The one place where you can find all and every brand supplements at a low or reasonable price. The price match option is indeed a big plus.,33,25-54,M
"Avast is just a great antivirus once you`ve installed it just forget about it, because you know your safe",58,55-64,M
"I built and launched a site recently and was very pleased with the service. It's an out-of-the-box solution, so there are some things (design-wise) that you simply cannot change. That said, they were great to work with and the site is live and working great. There are many templates to choose from, so there is definitely a design that should work for you. If you have any problems, the support chat is great!",40,25-54,F
Very happy with product!,31,25-54,F
seems good not totally educated on best nutritional options good start,53,25-54,M
Love doing business with B and H.,50,25-54,M
"I have been using BlackRapid gear for three years and my straps (I have three) have never failed me.  Also, I have dealt with the company directly and they have a top notch staff.",50,25-54,M
I am shocked at the bad reviews. I have not had any problem with paypal. All of my transactions have been processed without fail.,33,25-54,F
"I been ordering my protein threw tis website, and it always get my package max in two days that is really fast delivery, and is nice that they offer free stuff with your purchases, that is an extra bonus,",28,25-54,M
"The website is properly laid out, the subscription process is hassle free, and once you buy a key, it's delivered in a matter of minutes. PERFECT",26,25-54,M
This was my first time applying for a passport and my trip was planned on a whim! Needless to say I was in a bit of a panic seeing as how it normally takes over a month to get a passport and I was planning the trip in only two weeks.. rushmypassport.com was a life saver and with the help of a friendly and very helpful staff member I received my passport in only a matter of days! There were absolutely no inconveniences and I will be able to take my trip as scheduled.. Thanks rushmypassport.com!,26,25-54,M
"Very happy with product, prices, and service",47,25-54,M
"I bought a Oakley frogskin, the order was done fine, the delivery within the days provided but the frame on the sunglasses had two scratches one of them being right in front of the frame and quite deep/noticeable. Im a bit disappointing with the product because i noticed the plastic box where the glasses came didn't have any sealed plastic or sticker on it so i presume it has being opened before.",20,15-24,M
"great selection, cheap prices, super service (i live chatted, really knowledgeable crew) and get this, they ship for free! bye bye trips to the pet store! hellooooo mrchewy :)",42,25-54,M
"First time using the company, found everything I wanted and the prices were excellent, most certainly will be ordering more supplements.",26,25-54,M
"Excellent products, quick delivery time!",20,15-24,M
"It took about 2 weeks to get in, broke the first day. I am keeping it on for now without the main charm.",31,25-54,F
"I've ordered from Hobbylinc many times in the past, and continue to patronize them because I know that I will always get a great price, selection, lightening fast delivery time on items that ARE IN STOCK. That last bit is especially important because many of the other online hobby suppliers list items among their inventory that are either not kept in stock, are dropped shipped or seemingly perpetually on back order. I highly recommend Hobbylinc, and they are a permanent fixture among my top three online hobby suppliers.",47,25-54,M
"Beats taking it to a phone shop and dropping it off for free,When they send you the packeting to your address and with free replie back without having to pay for postage,And also getting some money for your phone as they transfer it to your Account,I found Nokia old phones seem to be worth a bit More . Also if you have kids,Its worth giving it to them to put in there accounts,As its only small money unless you have a not so dated phone,you would receive more.",42,25-54,M
Had a great experience with customer service. Very helpful and nice.,27,25-54,F
These guys have the best prices and get me my orders overnight due to only being a few hundered miles from me.  A+ rating for Supp Warehouse.,43,25-54,M
Excellent Service. Great Customer Service. Delivered Everything They Said They Would. Recommended To Anyone Trying To Build Their Name And Brand Online.,26,25-54,M
"I compared both protein powders, gels and stevia and they had the best prices and selections.  I will definately be coming back.",37,25-54,F
"highly recommended, This is the best blazer I've ever seen, very elegant and well made, with very fast shipping, i'm in Algeria and i got it in 3 days only. Thank you :)",23,15-24,F
"I have made many orders through supplementwarehouse.com and I'm never disappointed. cheap prices, price comparison, amazing deals, cheap add-ons, and always get some free samples with my orders",22,15-24,M
I have traveled now in southeast Asia for three years a friend told me about agoda and it has been the only way I book my hotels. I have tried to talk to hotel management and they won't even give me the rate I get with agoda. I can say in the three years now that I have used their site I have never encountered a problem of any sort. I am in Thailand again and booking all my hotels with agoda. I have booked my hotels with as little as three hours notice and still everything was never an issue. Highly recommend the site.,50,25-54,M
"My first purchase was an adorable pink fur hoodie that I got for dirt cheap, the status was will ship within 1-2 days and I got it 5 days later, no complaints, it was even packaged nice and professional. I seen the same hoodie on other websites for triple the price of yesstyle. I will be buying from there again! Ive read a lot of bad reviews, but with buying anything from another country, you have to make smart decisions no matter how appealing an item is, if it is listed as 7-14 days, then of course it's going to take longer to ship. As a tip for anyone buying from yesstyle, I would say always buy items ready to be shipped and don't buy any items with too many accents as those may not come attached. The quality of my hoodie is way better than what i paid for. I paid about 20$ with cheap shipping and I have worn it plenty and it seems to be fine. I would recommend yesstyle to anyone who wants really cute, unique clothes for a good price.",20,15-24,F
"ordered a gift 10pm at night ...last minute as usual, hoping it would be sent the next day , but amazed that it arrived the very next morning , so cant get any better than that!",45,25-54,F
"I have waited 7 months for a cash back amount , and the customer service is  not worth having , also any opinion you have via the facebook page if not favourable is just deleted",45,25-54,F
"hey have you tried very ? its a new style catalogue with more flexible payment options, and really good prices with all the top brands , I have had loads of really good deals off them too! and you get a discount on your first order  .......just in time  for Christmas!",44,25-54,F
"I've ordered 3 times from Baracuta's online shop. The good: 1) the clothes are terrific and I love them. 2) all problems were ultimately resolved 3) great discounts/shipping to the US The bad: 1) I had 2 size mis-shipments that needed to be returned 2) they lost/never processed one of my orders even though I received an email order confirmation 3) It was impossible to contact them either via email or through their online contact form. Ultimately I resorted to faxing them. 4) communication was sparse and a bit nerve-wracking. All that said, I will continue to shop with them because the quality of product is so superior and the problems were ultimately resolved. Were they to improve their customer-service communication I'd be thrilled.",41,25-54,M
i have purchased supplements from many companies. i can also say that in my medical field i can purchase supplements from companies that will only sell to doctors. supplement warehouse has them all beat!!!,52,25-54,M
"Yesstyle.com has such a nice layout.  It is easy to look through the products and shop for the various items.  Although the price can be a bit more, it's much more easy to shop here.",23,15-24,F
"Not too long ago whenever I purchased electronics I would opt out of any form of protection or insurance. I thought that this was a waste of money, that the warranty or guarantee from the manufacture or company was enough and anything additional was a waste of money. Then I discovered Square Trade. True coverage at affordable prices. My first policy was a Samsung TV. It is so comforting knowing that this very valuable part of our family is protected. We receive most of our entertainment and information  from this Smart Television. It is more then a Television and with this coverage it brings us Peace of Mind.  Since this purchase I have protected many other electronics from Printers, To Cameras and plan on adding even more. Peace of Mind Protection.",61,55-64,M
"It's very easy ordering through iflorist! Love the selection & optional additions. I also love that they will deliver real cards with the flowers (instead of those little place card style cards on a stick). The only issue I have is that the site is a little difficult to use on an iPhone. What they offer, however, in terms of quality & value is great!",30,25-54,F
"I sent an email to you on the 26/07 but did not get a reply. Our internet connection has been down for 10 hours today. They should have told me that the router would need to be reconfigured once the switch was processed. I am extremely angry as it has cost me £1000's in lost productivity, not to mention stress. I am disgusted with XLN and the service I get, time after time.",23,15-24,M
"As I had some issues, concerns, questions, and alterations in a few of my purchases, Duke Vien was extremely helpful. He made his demeanor so it's on a personal level to where you fill that you can say to yourself WOW this company is great. That is what makes you want to order from amiwear.com even more! He stated that they have a great exchange policy as well & is personally helpful in size selection upon reading the descriptions of the clothing. He will stay an hour on the phone with you just so you can be one happy customer & have any issue almost resolved. Thumbs up to Duke Vien CS specialist at amiwear.com CS support line :) Outstanding skills with the CS world. Thanks again Duke! ****Also, I am a female, the avatar is from my fiancés facebook******",24,15-24,M
"In the wake of online shopping all over the world, businesses have taken their business online and are looking for all possible strategies and techniques of marketing. One of the well established strategies of marketing your business and its products and services is by devising the strategies on how to get more twitter followers because that is a show of superiority of your business and it offers you an opportunity to communicate with a large number of the target audience easily.  That amount of influence you have over the internet is directly proportional and related to how many twitter followers you have. Bigger influence means more clients, more sales and increased profits in the ultimate which is the target of every business. The normal traditional business is still prevalent and more sophisticated at the moment as businesses try to outsmart each other in terms of the number of twitter followers. All the techniques and strategies are applied and you are free to buy twitter followers to increase your business following. You may as well buy the followers but the trick is very simple as you will learn after reading the following few paragraphs There are several companies which the twitter followers are ‘purchased’;  just type the words ‘buy more twitter followers’ in your browser and you will be offered several to choose from. You must go further and establish the legitimacy of any company before you enter in to any deal because you may be scammed. This is an expensive venture and some companies charge up to and even more than $ 700 for every 4,000 followers.  Others charge $ 500 for 10,000 followers so you should compare the various companies and select that which charges reasonable prices. You should read the profile of every company to see how many followers it is capable of generating within certain duration. This therefore means that you should not just select the cheapest priced one because it may not be capable of generating g the desired number of followers at all or within the desired time frame. To get anything of value, you must be prepared to spend. It may be seen as expensive to get more twitter followers, but it pays in the ultimate with increased traffic you your website, increased sales and generally and becoming more popular and familiar online. When your website becomes popular, you can get unbelievably huge sums of money for Ads and affiliate programs.",21,15-24,M
I placed an order with this company.  What if my cat doesn't like it?  Their product is guaranteed.  That's a lot of pounds to ship.....they ship for free.  I had questions.....they had answers!  I love this company.  I am using them from now on.  Ever have questions in a pet shop?  I wanted the best for my 12 year old chocolate point Himalayan & now he has it,63,55-64,F
"Got my key instantly, easy painless",20,15-24,M
"My daughter dropper her HTC DNA Droid and the screen was smashed to pieces. Yea, even though it is gorilla glass. Called SquareTrade. They sent me a replacement overnight, I sent back the damaged phone. Fast, easy, painless. This is how a warranty service should work. I wish all warranty work, like on a car, was this easy.",60,55-64,M
"A 5***** service and excellent value with a vast range of products,backed up by great customer service,I couldn't recommend Wiggle enough :-)",40,25-54,M
"Always get tickets for sold out events through Double8 tickets,fast and easy to deal with,I highly recommend this site.Robert",39,25-54,M
"I pre ordered my Mapex black raven kit through drum-stop,they offered great advice and opinions on different kits,i settled on the ltd edition kit,and was kept in the loop as to when it would be ready for delivery,great customer service,will definitely be back.",38,25-54,M
"the price i paid for my hardware hardcases wasthe cheapest online and they had free next day delivery,doesnt get any better.5*****",38,25-54,M
"I am from the states myself and it sounds a bit to good to be true, since the game I got was about 30 dollars under the origin store and it had the extra dlc with it. I had been warned not to trust sites like this and had been expecting a scam which is why I used paypal. Moneybooker doesn't get involved with disputes. But it all worked out without any issues, went from payment to 3 mins later having my key. It worked on origin and I am downloading the game now. I am now very temped to use them again to avoid paying 60 dollars a game, since this one only cost me 30ish.",33,25-54,M
"I had to order a dress for a wedding I was invited to and since my local stores very have anything that fits nicely or is my style, I went to Yes Style's website. I found a an amazing dress that fits perfectly and matches my style along with a purse to match it. Both of the items were high quality and different break my wallet. I'm really happy with both of them. As for shipping i had to wait 2 weeks but it was stated on the website ahead of time before I ordered it so I was fine with waiting. This is also my most favorite clothing store now.",27,25-54,F
I have two older motor homes and need parts from time to time.  I was buying from a competitor and had problems with items on back order.  American RV will be my go to for all my dinasour parts.  Sometimes we need parts that are hard to find.  This is the place.,56,55-64,M
"I have emailed back and forth with Smartbuyglasses several times.  I have asked on numerous occasions for them to call me, and have provided both my order id and my full contact info.  I even emailed the servicemanager@smartbuyglasses.com address, and still have not received a phone call.  I have had a similar problem as the majority of the poor reviews.  The glasses I ordered were out of stock in the warehouse, and they were checking with the supplier,  but they suggested that I choose a different pair.  I sent an email saying that if the original frames I wanted were not available from the supplier, then I would like to switch to a different frame.  After no response for 2 days, i checked my order status. It said the stock of my original pair had been confirmed.  Whew.  Then I got an email from them saying that the back up pair I ordered were not in stock, but are through the supplier. Wait...what?  So I immediately went back to my order status page.  They have now added the second pair of glasses to my order.  They have not charged me for them yet, but my total on the website has changed to show charges for both pairs.  I understand the wait time, but I still have not received my glasses, nor a phone call to straighten everything out.  I cannot even get a straight answer form the famed ""<private data removed>"" who seems to be the only rep they have.  All I want is to have my original order, and a phone call.",28,25-54,F
Very  satisfied . Good website with good selections. Fast delivery.,37,25-54,F
"Ordered at 2pm on Thursday and was with me at 8am on Friday.  Used customer service to check things, absolutely tip top!  T-shirt is excellent quality, will definitely use again.",37,25-54,M
I love the way this website works. There are a few kinks that it needs to work out along the lines of the auction. But the buy it now products are great.,18,15-24,M
This website is the best on the internet. IT delievers fast and always ships on time. Has the best selection and the best prices. Thank you amazon.com,18,15-24,M
"This website is just ok. It doesnt always give you the best prices availabe, but its not the worst either.",18,15-24,M
Clearly this is the best search engine on the web. Nothing else is needed to be said.,18,15-24,M
This is by far the best service that I have ever had buying supplements online. The shipping was fast and my product came back on time. I am defiantly gonna be doing the rest of my shopping on here from now and I will be suggesting this website to all of my friends and people I know who are looking for supplements.,18,15-24,M
Lowest prices on the market!,21,15-24,F
easy easy easy>>>simple,39,25-54,M
easy & good & the best,39,25-54,M
Yesstyle is amazing! their products are always kept to the highest of standards and I am always so happy and excited to recive my packages whatever they may be! I always recommend Yesstyle to all my friends and people that I don't know. I recently got my sister hooked!!!!,23,15-24,F
"I think Agoda is the real deal, prices are reasonable, but when traveling to other countries than the US, you MUST realize they charge per person and not per night which wasn't clear on Agoda's site. Ie, it states,"" max, 2 people can stay in this room.."" so you book it, tell it the number of nights, and voila, you pay and wait for the confirmation. I looked at the email confirmation, it stated one adult, but max 2 people can stay in this room, so I didn't think it was a problem, well, I even chose the ""2 person icon"" when purchasing the room because it gives you no option on how many person can stay in the room, other than you can pick max 1 or max 2, etc.. so naturally i picked 2. I didn't think anything of it when I received the confirmation and when I arrived in Kyoto, it was a nightmare, and even though the Japanese are excellent in customer service, the one thin you must know is they don't bend any rules. Long story short, we ended up cancelling the room as they tried to charge us triple the price of Agoada's site and we booked with another hotel. In the meantime, Agoda states they will refund the amount, and it's been 4 days, haven't seen the refund yet... I also didn't like the fact the reps were not native English speakers, either Indian, or Thai. This is very frustrating when you are traveling, stressed for time, trying to cancel a room, and calling overseas (thailand is the customer service number you have to call), and you can't understand what they are saying just makes the whole traveling process stressful.",37,25-54,F
"Site is easy to use, plenty of choices and prices competitive",44,25-54,F
Excellent site with a lot of consumer protection. Convenient and easy to use,43,25-54,F
I have used Next for many years for online shopping. Quality is excellent and the next day delivery is so very convenient especially when you need something urgently and don't have time to go high street shopping,43,25-54,F
Honest reviews put on site and gives you an insight before booking your holiday - Only downside is the miserable people who post on there just for the sake of complaining about something!,43,25-54,F
"Skin was easy to put on without creating the usual bubbles you get with these things. Art work clear, colourful and high quality. Brightens up the Kindle no end and looks so much more attractive if you don't want to buy one of the leather covers for it",43,25-54,F
"Orders come quick and as advertised.  They also beat others sites prices as they advertise, very nice!",42,25-54,M
"It's hard to knock a company that will beat any competitor by 5%. I love supplement warehouse and have used their website for a year. I love them. Plus, the shipping has gotten extremely better as my products have arrived a lot faster than they did in the past. This is a must review site. I'd advise anyone who shops for supplements to check out these guys.",31,25-54,M
I would truely recommend that you search PartsGeek  before you do any buying and or shopping for parts.  If you have any questions they will answer your questons.  By the way when you are told a date for delivery.  You can guarantee it will be there.,51,25-54,F
"I've bought my supplements from supplement warehouse as long as i planned ahead for what i need. Overall great service and quick delivery once i've ordered the products. Keeping it short and simple, supplements warehouse is the place to go and a great company you can trust.",24,15-24,M
Instantaneous low price adjustment!,54,25-54,F
"Pete arrived on time and reviewed every aspect of the system and options with us. He took his time and made sure that we understood everything we were signing, the cost and options and how it would be installed. His work was quick and clean. Overall great experience.",33,25-54,F
"I got what I ordered, at the price I wanted and in a timely manner.  Would order again.",29,25-54,F
"Ordered two pairs of curtains - identical in every way, size, colour, make, etc.  Well they couldn't manage to get this order right.  Courier delivered order: one pair as ordered, the other completely wrong.  When I rang customer services they were very rude and unhelpful.  Escalated the problem to Head Office.  Cannot believe this - they will not send a courier with a replacement pair and take the WRONG pair away.  They want me to take the curtains back to one of their stores (nearest shope 30 miles away) or post them back to them via Royal Mail (quite a heavy parcel to carry).  THIS IS NOT MY ERROR DEBENHAMS - IT'S YOURS.  Don't see why I have to inconvenience myself because of YOUR mistake.  Amazon can manage it! BE WARNED.  DON'T SHOP ONLINE AT DEBENHAMS.  NEVER AGAIN WILL I - NEVER!!!!!",50,25-54,F
"From start to finish our experience with 365 Electrical was great.  We chose a delivery date, were informed when our delivery slot was so we didn't have to wait in all day.  The delivery driver was good and the product was excellent.  Would highly recommend.",50,25-54,F
I waited for a long time to create a webpage to display my watercolor artwork. I selected Weebly and am NOT disappointed with their easy to use instructions and support.,74,65+,M
I played the beta for battlefield 4 for a few days. I played battlefield 3 everyday for the past year and let me tell you that this game is worth every penny you put into it. To make things even better? The site is selling the battle field 4 package 20-30 dollars cheaper than origin. So worth it. Will be buying from them again.,19,15-24,M
"Would certainly recommend, fast and safe delivery. Will use again.",35,25-54,M
"Bought SimCity code, had an SMS verification then got my key through Autocheck. Quick & painless, downloading the game as i type this.  Will certainly use again :D",34,25-54,M
"MicroDream truly saved me! I have a five year old HP IQ770 . It was a $1,800US priced computer when it was purchased. When I tried finding a replacement cooling fan I searched high and low and could not find a replacement as the manufacturer of the fan discontinued production of it. MicroDream not only had several used cooling fans with warranties but they also carried every piece I could possibly ever need for my PC. While searching their site I also noticed the sell refurbished systems and their prices are extremely reasonable. I would not think twice before ordering from MicroDream in the future!",47,25-54,M
"Need to protect your system, then Avast is the one for you. Why pay Mcafee or Norton 15- 60 dollars a year to get protection, when Avast will do it for you for free and has key features included. Like web site rep, to help prevent you from clicking into a website that has been hijacked or hacked. Shields for your file system, web, mail, network, p2p, IM, behavior and scripting. Mcafee and Norton tout their ""Cloud"", but Avast gives you this as well. Software updater, certain software are targets of hackers, (like Flash) and Avast software updater monitors this and will alert you when a new update is avallable so you can keep key software secure and up to date.",55,55-64,M
"I would never have found or tried Auto-Europe if it hadn't been for a good friend who told me that he had had nothing but great experiences with the company at prices that were less than larcenous. Anything goes wrong, you talk to English speaking people, but I never had to go that route. GPS worked fine in the smallest byways in Tuscany... We rented a car for an entire month there and lived to tell the tale.",72,65+,M
"I just want to say thank you for the quick delivery of the item that I chose. It arrived four days before Christmas, and looks great. The hoodie was a gift for my boyfriend; he says that it is one of the most comfortable and warmest ones that he owns. Also, the size is perfect, he's hard to fit. I only wish I would have been able to find tee-shirts in the same size. Thanks for making my shopping experience great; I will be shopping with you again. Zazzle has dazzle; you are great!!!!",54,25-54,F
"I loved so many items, it was so hard to chose! Finally settled on some patterned tights (which I had never seen any like them!) and a striped loose fitting long sleeve shirt!",22,15-24,F
"I go to New Orleans.com to find out what's going on in the city. Unlike other local sites, I find the information on neworleans.com is more up to date and interesting.",38,25-54,F
"I MADE MY RESERVATION ABOUT 10 MONTHS BEFORE I BOOKED MY TRIP TO MEXICO. NOW THOUGH HOTELCLUB  OFFERS ANOTHER CREDIT AT OUR RESORT IN THE AMOUNT OVER $500.00. SO MY SINCERE ADVISE IS AS FOLLOWS: DON'T BOOK WITH HOTELCLUB EARLY OR EVER BECAUSE HOTELCLUB WON'T GIVE US THE RESORT CREDITS THEY NOW OFFER... WAIT TILL THE LAST MINUNTE TO BOOK WITH HOTELCLUB OR I WOULD NEVER USE THIS TRAVEL SITE AGAIN, WE GOT RIPPED-OFF!!! NOW WE ARE BUMMED BECAUSE WE BOOKED A THREE WEEK VACATION IN MEXICO, SURE COULD OF USED THE RESORT CREDITS... ALSO WITHOUT TELLING US, HOTELCLUB CHARGED AN EXTRA $150.00 IN MX FEES , THAT WERE NEVER DISCLOSED, AND IT WAS A SEPARATE CHARGE TO MY CREDIT CARD A MONTH LATER.  DO! NOT! USE THIS TRAVEL WEBSITE UNLESS YOUR SO DESPARATE, NVER AGAIN, HOTELCLUB HAS SOME PHONEY CLUB POINT MEMBERSHIP... SUDDENLY WE DON'T HAVE OUR 200+POINTS ANYMORE, WHAT'S UP! RIP-OFF. this is gail regan of rhododendron,or u.s.a.",59,55-64,F
"I was very satisfied with the part ordered. The email received indicated that the part was shipped with Fedex, the tracking number which could not be found on Fedex. An email was sent back to PartsGeeks and was informed the Fedex tracking number was valid and shipping was just running behind orders. Checking with Fedex the tracking number could not be found. The part was sent using US mail (USPS) NOT Fedex",63,55-64,M
"Very knowledgeable about their business, friendly and helpful",28,25-54,M
Quick and Good,50,25-54,F
"On the road working,  broke my cheap Toshiba Satellite Wal Mart note pad screen. They fed exed it to the fed ex center where I picked it up, after watching the video a couple of times I had it finished in 30 minutes. Saved $ and hassles.",53,25-54,M
Ordered a washing machine on a Saturday evening and it was delivered free on the Monday. Efficiently installed and old machine removed.  Very slick service.  Will use this company again for sure.  Appliances Online = fantastic service.,42,25-54,F
I have really enjoyed using YesStyle for clothing and beauty shopping; the website is well designed and run and I have been very pleased with every order experience in the two years I have been a customer.,24,15-24,F
